Código,Descripción,tipo,grupo,nivel,padre,es_titular,prefijo
303020100503,SERVICIOS ODONTOLOGICOS,D,INGRESO,4,303020100000,False,303
303020100504,SERVICIOS VETERINARIOS,D,INGRESO,4,303020100000,False,303
303020100505,SERVICIO DE LABORATORIO CLINICO,D,INGRESO,4,303020100000,False,303
303020100506,SERVICIO DE ESPECTACULO,D,INGRESO,4,303020100000,False,303
303020100507,SERVICIO AUDIVISUAL,D,INGRESO,4,303020100000,False,303
303020100508,SERVICIO DE LABORARIO FOTOGRAFICO,D,INGRESO,4,303020100000,False,303
303020100509,SERVICIO DE RADIOLOGIA,D,INGRESO,4,303020100000,False,303
303020100510,SERVICIO GRAFICO DE REPRODUCCION,D,INGRESO,4,303020100000,False,303
303020100511,SERVICIO DE COMPUTACION,D,INGRESO,4,303020100000,False,303
303020100512,SERVICIOS MEDICOS ASISTENCIALES,D,INGRESO,4,303020100000,False,303
303020100513,SERVICIOS DE LABORATOTIO QUIMICO Y MICROBIOLOGICO,D,INGRESO,4,303020100000,False,303
303020100514,SERVICIO DE PRUEBA DE MATERIALES,D,INGRESO,4,303020100000,False,303
303020100515,SERVICIOS DE TRADUCCION,D,INGRESO,4,303020100000,False,303
303020100516,INGRESOS POR LAVADO Y SECADO DEL CAFE,D,INGRESO,4,303020100000,False,303
303020100517,OTROS SERVICIOS,D,INGRESO,4,303020100000,False,303
303020100518,INGRESOS POR PUBLICACIONES,D,INGRESO,4,303020100000,False,303
303020100519,INGRESOS DERIVADOS DE LA INVESTIGACIÓN,D,INGRESO,4,303020100000,False,303
303020100520,INGRESO POR CURSOS EXTENSION PROFESIONAL,D,INGRESO,4,303020100000,False,303
303020100521,INGRESOS POR CURSOS DE AMPLIACION,D,INGRESO,4,303020100000,False,303
303020100522,INGRESOS POR OTROS CURSOS,D,INGRESO,4,303020100000,False,303
303020100523,ESTUDIO PRUEBA DE MATERIALES,D,INGRESO,4,303020100000,False,303
303020100524,PROYECTOS DE INVESTIGACION,D,INGRESO,4,303020100000,False,303
303020100525,OTROS ESTUDIOS Y PROYECTOS,D,INGRESO,4,303020100000,False,303
303020100526,ARRENDAMIENTO ESTADIUM OLIMPICO,D,INGRESO,4,303020100000,False,303
303020100527,ARRENDAMIENTO ESTADIUM DE BASEBALL,D,INGRESO,4,303020100000,False,303
303020100528,ARRENDAMIENTO DE INSTALACIONES DEPORTIVAS,D,INGRESO,4,303020100000,False,303
303020100529,INGRESOS POR CALCOMANIAS Y SIMILARES,D,INGRESO,4,303020100000,False,303
303020100530,INGRESOS POR ANALISIS DE LABORATORIO,D,INGRESO,4,303020100000,False,303
303020100531,INGRESOS POR ESTACIONAMIENTO DE VEHICULOS,D,INGRESO,4,303020100000,False,303
303020100532,ARRENDAMIENTO DE CAFETINES,D,INGRESO,4,303020100000,False,303
303020100533,"INGRESOS POR ALQUILER DE AULAS, AUDITORIUMS",D,INGRESO,4,303020100000,False,303
303020100534,INGRESOS POR ALQUILER SALAS Y ESPECTACULOS,D,INGRESO,4,303020100000,False,303
303020100535,ARRENDAMIENTO DE ESPACIOS LIBRERIAS AMBULANT,D,INGRESO,4,303020100000,False,303
303020100536,INGRESOS POR ALQUILER DE EQUIPOS,D,INGRESO,4,303020100000,False,303
303020100537,INGRESOS POR ALQUILER DE VEHICULOS,D,INGRESO,4,303020100000,False,303
303020100538,INGRESOS POR PATROCINIO,D,INGRESO,4,303020100000,False,303
303020100539,INGRESOS POR INSTRUCCION DEPORTIVA,D,INGRESO,4,303020100000,False,303
303020100540,VENTA DE SERVICIOS DE SANEAMIENTO Y AFINES,D,INGRESO,4,303020100000,False,303
303020100541,INGRESO POR ESTUDIOS UNIVERSIT.SUPERVISADOS DOS,D,INGRESO,4,303020100000,False,303
303020100542,VENTA DE ESPECTACULOS PUBLICOS,D,INGRESO,4,303020100000,False,303
303020100543,VENTA DE SUSCRIPCIONES Y PUBLICACIONES,D,INGRESO,4,303020100000,False,303
303020100544,ARRENDAMIENTO DE VALLAS PUBLICITARIAS,D,INGRESO,4,303020100000,False,303
303020100999,OTRAS VENTAS BRUTAS DE SERVICIOS,D,INGRESO,4,303020100000,False,303
303030000000,INGRESOS FINANCIEROS DE INSTITUCIONES FINANCIERAS BANCARIAS,T,INGRESO,2,303000000000,True,303
303030100000,INGRESOS POR INVERSIONES EN VALORES,T,INGRESO,3,303030000000,True,303
303030200000,INGRESOS POR CARTERA DE CRÉDITOS,T,INGRESO,3,303030000000,True,303
303030300000,INGRESOS PROVENIENTES DE LA ADMINISTRACIÓN DE FIDEICOMISOS,T,INGRESO,3,303030000000,True,303
303039900000,OTROS INGRESOS FINANCIEROS,T,INGRESO,3,303000000000,True,303
303040000000,INGRESOS FINANCIEROS DE INSTITUCIONES FINANCIERAS NO BANCARIAS,T,INGRESO,2,303000000000,True,303
303040100000,INGRESOS POR INVERSIONES EN VALORES,T,INGRESO,3,303040000000,True,303
303040200000,INGRESOS POR CARTERA DE CRÉDITOS,T,INGRESO,3,303040000000,True,303
303040300000,INGRESOS PROVENIENTES DE LA ADMINISTRACIÓN DE FIDEICOMISOS,T,INGRESO,3,303040000000,True,303
303049900000,OTROS INGRESOS FINANCIEROS,T,INGRESO,3,303000000000,True,303
303050000000,INGRESOS POR OPERACIONES DE SEGURO,T,INGRESO,2,303000000000,True,303
303050100000,INGRESOS POR OPERACIONES DE PRIMAS DE SEGURO,T,INGRESO,3,303050000000,True,303
303050200000,INGRESOS POR OPERACIONES DE REASEGURO,T,INGRESO,3,303050000000,True,303
303050300000,INGRESOS POR SALVAMENTO DE SINIESTROS,T,INGRESO,3,303050000000,True,303
303059900000,OTROS INGRESOS POR OPERACIONES DE SEGURO,T,INGRESO,3,303000000000,True,303
303990000000,OTROS INGRESOS DE OPERACIÓN,T,INGRESO,2,303000000000,True,303
303990100000,OTROS INGRESOS DE OPERACIÓN,T,INGRESO,3,303990000000,True,303
303990100100,VENTA DE PRODUCTOS DEL SECTOR PRIMARIO,T,INGRESO,4,303990100000,True,303
303990100101,VENTA DE FRUTAS Y FRUTALES (TODAS),D,INGRESO,4,303990100000,False,303
303990100102,VENTA DE HORTALIZAS Y LEGUMBRE,D,INGRESO,4,303990100000,False,303
303990100103,VENTA DE TUBERCULOS,D,INGRESO,4,303990100000,False,303
303990100104,VENTA DE SEMILLAS,D,INGRESO,4,303990100000,False,303
303990100105,VENTA DE OLEAGINOSAS,D,INGRESO,4,303990100000,False,303
303990100106,VENTA DE LEGUMINOSAS,D,INGRESO,4,303990100000,False,303
303990100107,VENTA DE FLORES,D,INGRESO,4,303990100000,False,303
303990100108,VENTA DE PLANTAS ORNAMENTALES,D,INGRESO,4,303990100000,False,303
303990100109,VENTA DE CEREALES,D,INGRESO,4,303990100000,False,303
303990100110,VENTA DE FORRAJES,D,INGRESO,4,303990100000,False,303
303990100111,VENTA DE CAÑA DE AZUCAR,D,INGRESO,4,303990100000,False,303
303990100112,VENTA DE CAFE,D,INGRESO,4,303990100000,False,303
303990100113,VENTA DE CACAO,D,INGRESO,4,303990100000,False,303
303990100114,VENTA DE PLANTAS,D,INGRESO,4,303990100000,False,303
303990100115,VENTA DE VACUNOS Y SEMENTALES,D,INGRESO,4,303990100000,False,303
303990100116,VENTA DE OVINOS Y SEMENTALES,D,INGRESO,4,303990100000,False,303
303990100117,VENTA DE CAPRINOS Y SEMENTALES,D,INGRESO,4,303990100000,False,303
303990100118,VENTA DE PORCINOS Y SEMENTALES,D,INGRESO,4,303990100000,False,303
303990100119,VENTA DE EQUINOS Y SEMENTALES,D,INGRESO,4,303990100000,False,303
303990100120,VENTA DE CONEJOS Y SEMENTALES,D,INGRESO,4,303990100000,False,303
303990100121,VENTA DE ROEDORES Y SEMENTALES,D,INGRESO,4,303990100000,False,303
303990100122,VENTA DE PRODUCTOS AVICOLAS Y AVES,D,INGRESO,4,303990100000,False,303
303990100123,VENTA DE PRODUCTOS APICOLAS,D,INGRESO,4,303990100000,False,303
303990100124,VENTA DE OTROS ANIMALES,D,INGRESO,4,303990100000,False,303
303990100125,VENTA DE ESTIERCOL,D,INGRESO,4,303990100000,False,303
303990100126,VENTA DE LACTEOS,D,INGRESO,4,303990100000,False,303
303990100127,"VENTA DE PECES, MARISCOS Y CRUSTACEOS",D,INGRESO,4,303990100000,False,303
303990100128,VENTA DE INSECTOS,D,INGRESO,4,303990100000,False,303
303990100999,OTROS INGRESOS DE OPERACIÓN,D,INGRESO,4,303990100000,False,303
304000000000,INGRESOS AJENOS A LA OPERACIÒN,T,INGRESO,1,300000000000,True,304
304010000000,SUBSIDIOS PARA PRECIOS Y TARIFAS,T,INGRESO,2,304000000000,True,304
304010100000,SUBSIDIOS PARA PRECIOS Y TARIFAS,T,INGRESO,3,304010000000,True,304
304020000000,INCENTIVOS A LA EXPORTACIÓN,T,INGRESO,2,304000000000,True,304
304020100000,INCENTIVOS A LA EXPORTACIÓN,T,INGRESO,3,304020000000,True,304
304990000000,OTROS INGRESOS AJENOS A LA OPERACIÓN,T,INGRESO,2,304000000000,True,304
304990100000,OTROS INGRESOS AJENOS A LA OPERACIÓN,T,INGRESO,3,304990000000,True,304
304990100100,CONVENIOS Y CONTRATOS CON EL SECTOR PÚBLICO,D,INGRESO,4,304990100000,False,304
304990100200,CONVENIOS Y CONTRATOS CON EL SECTOR PRIVADO,D,INGRESO,4,304990100000,False,304
304990100300,CONVENIOS Y CONTRATOS CON EL SECTOR EXTERNO,D,INGRESO,4,304990100000,False,304
304990100400,OTROS INGRESOS AJENOS A LAS OPERACIONES,T,INGRESO,4,304990100000,True,304
304990100401,INGRESOS POR REINTEGROS DE SUELDOS PERSONAL DE LA UCV,D,INGRESO,4,304990100000,False,304
304990100402,INGRESOS POR REINTEG.CHEQUES DISTINTOS SUELDOA SUELDOS,D,INGRESO,4,304990100000,False,304
304990100403,INTERESES POR CUENTAS DE AHORRO BANCARIAS,D,INGRESO,4,304990100000,False,304
304990100404,INTERES POR CUENTAS FAL BANCARIAS,D,INGRESO,4,304990100000,False,304
304990100405,INTERESES POR CUENTAS CORRIENTES BANCARIAS,D,INGRESO,4,304990100000,False,304
304990100406,INTERESES POR CUENTAS EN DÓLARES,D,INGRESO,4,304990100000,False,304
304990100407,INTERESES POR TÍTULOS Y VALORES,D,INGRESO,4,304990100000,False,304
304990100408,INGRESOS POR REINTEGRO DE SEGUROS,D,INGRESO,4,304990100000,False,304
304990100409,INGRESOS POR UTILIDADES CAMBIARIAS,D,INGRESO,4,304990100000,False,304
304990100410,INGRESOS POR CHEQUES REEMITIDOS,D,INGRESO,4,304990100000,False,304
304990100411,OTRAS OPERACIONES NO ESPECIFICADAS EN ANTERIORES,D,INGRESO,4,304990100000,False,304
305000000000,TRANSFERENCIAS Y DONACIONES,T,INGRESO,1,300000000000,True,305
305010000000,TRANSFERENCIAS Y DONACIONES CORRIENTES,T,INGRESO,2,305000000000,True,305
305010100000,TRANSFERENCIAS CORRIENTES INTERNAS DEL SECTOR PRIVADO,T,INGRESO,3,305010000000,True,305
305010101000,TRANSFERENCIAS CORRIENTES INTERNAS DE PERSONAS,D,INGRESO,3,305010000000,False,305
305010102000,TRANSFERENCIAS CORRIENTES INTERNAS DE INSTITUCIONES SIN FINES DE LUCRO,T,INGRESO,3,305010000000,True,305
305010102001,TRANSFERENCIAS FUNDACION UCV,D,INGRESO,4,305010102000,False,305
305010102002,TRANSFERENCIAS FUNDACION ANDRES BELLO,D,INGRESO,4,305010102000,False,305
305010102003,APORTE DEL FONDO DE JUBILACIONES,D,INGRESO,4,305010102000,False,305
305010102099,OTRAS INSTITUCIONES PRIVADAS SIN FINES DE LUCRO,D,INGRESO,4,305010102000,False,305
305010103000,TRANSFERENCIAS CORRIENTES INTERNAS DE EMPRESAS PRIVADAS,D,INGRESO,3,305010000000,False,305
305010200000,DONACIONES CORRIENTES INTERNAS DEL SECTOR PRIVADO,T,INGRESO,3,305010000000,True,305
305010201000,DONACIONES CORRIENTES INTERNAS DE PERSONAS,D,INGRESO,3,305010000000,False,305
305010202000,DONACIONES CORRIENTES INTERNAS DE INSTITUCIONES SIN FINES DE LUCRO,D,INGRESO,3,305010000000,False,305
305010203000,DONACIONES CORRIENTES INTERNAS DE EMPRESAS PRIVADAS,D,INGRESO,3,305010000000,False,305
305010300000,TRANSFERENCIAS CORRIENTES INTERNAS DEL SECTOR PÚBLICO,T,INGRESO,3,305010000000,True,305
305010301000,TRANSFERENCIAS CORRIENTES INTERNAS DE LA REPÚBLICA,D,INGRESO,3,305010000000,False,305
305010302000,TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES,D,INGRESO,3,305010000000,False,305
305010303000,TRANSFERENCIAS CORRIENTES INTERNAS DE INSTITUCIONES DE PROTECCIÓN SOCIAL,D,INGRESO,3,305010000000,False,305
305010304000,TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS,D,INGRESO,3,305010000000,False,305
305010305000,TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS,D,INGRESO,3,305010000000,False,305
305010306000,TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS,D,INGRESO,3,305010000000,False,305
305010307000,TRANSFERENCIAS CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS,D,INGRESO,3,305010000000,False,305
305010308000,TRANSFERENCIAS CORRIENTES INTERNAS DEL PODER ESTADAL,D,INGRESO,3,305010000000,False,305
305010309000,TRANSFERENCIAS CORRIENTES INTERNAS DEL PODER MUNICIPAL,D,INGRESO,3,305010000000,False,305
305010399000,OTRAS TRANSFERENCIAS CORRIENTES INTERNAS DEL SECTOR PÚBLICO,D,INGRESO,3,305010000000,False,305
305010400000,DONACIONES CORRIENTES INTERNAS DEL SECTOR PÚBLICO,T,INGRESO,3,305010000000,True,305
305010401000,DONACIONES CORRIENTES INTERNAS DE LA REPÚBLICA,D,INGRESO,3,305010000000,False,305
305010402000,DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES,D,INGRESO,3,305010000000,False,305
305010403000,DONACIONES CORRIENTES INTERNAS DE INSTITUCIONES DE PROTECCIÓN SOCIAL,D,INGRESO,3,305010000000,False,305
305010404000,DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS,D,INGRESO,3,305010000000,False,305
305010405000,DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS,D,INGRESO,3,305010000000,False,305
305010406000,DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS,D,INGRESO,3,305010000000,False,305
305010407000,DONACIONES CORRIENTES INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS,D,INGRESO,3,305010000000,False,305
305010408000,DONACIONES CORRIENTES INTERNAS DEL PODER ESTADAL,D,INGRESO,3,305010000000,False,305
305010409000,DONACIONES CORRIENTES INTERNAS DEL PODER MUNICIPAL,D,INGRESO,3,305010000000,False,305
305010500000,TRANSFERENCIAS CORRIENTES DEL EXTERIOR,T,INGRESO,3,305010000000,True,305
305010501000,TRANSFERENCIAS CORRIENTES DE INSTITUCIONES SIN FINES DE LUCRO,D,INGRESO,3,305010000000,False,305
305010502000,TRANSFERENCIAS CORRIENTES DE GOBIERNOS EXTRANJEROS,D,INGRESO,3,305010000000,False,305
305010503000,TRANSFERENCIAS CORRIENTES DE ORGANISMOS INTERNACIONALES,D,INGRESO,3,305010000000,False,305
305010600000,DONACIONES CORRIENTES DEL EXTERIOR,T,INGRESO,3,305010000000,True,305
305010601000,DONACIONES CORRIENTES DE PERSONAS,D,INGRESO,3,305010000000,False,305
305010602000,DONACIONES CORRIENTES DE INSTITUCIONES SIN FINES DE LUCRO,D,INGRESO,3,305010000000,False,305
305010603000,DONACIONES CORRIENTES DE GOBIERNOS EXTRANJEROS,D,INGRESO,3,305010000000,False,305
305010604000,DONACIONES CORRIENTES DE ORGANISMOS INTERNACIONALES,D,INGRESO,3,305010000000,False,305
305020000000,TRANSFERENCIAS Y DONACIONES DE CAPITAL,T,INGRESO,2,305000000000,True,305
305020100000,TRANSFERENCIAS DE CAPITAL INTERNAS DEL SECTOR PRIVADO,T,INGRESO,3,305020000000,True,305
305020101000,TRANSFERENCIAS DE CAPITAL INTERNAS DE PERSONAS,D,INGRESO,3,305020000000,False,305
305020102000,TRANSFERENCIAS DE CAPITAL INTERNAS DE INSTITUCIONES SIN FINES DE LUCRO,D,INGRESO,3,305020000000,False,305
305020103000,TRANSFERENCIAS DE CAPITAL INTERNAS DE EMPRESAS PRIVADAS,D,INGRESO,3,305020000000,False,305
305020200000,DONACIONES DE CAPITAL INTERNAS DEL SECTOR PRIVADO,T,INGRESO,3,305020000000,True,305
305020201000,DONACIONES DE CAPITAL INTERNAS DE PERSONAS,D,INGRESO,3,305020000000,False,305
305020202000,DONACIONES DE CAPITAL INTERNAS DE INSTITUCIONES SIN FINES DE LUCRO,D,INGRESO,3,305020000000,False,305
305020203000,DONACIONES DE CAPITAL INTERNAS DE EMPRESAS PRIVADAS,D,INGRESO,3,305020000000,False,305
305020300000,TRANSFERENCIAS DE CAPITAL INTERNAS DEL SECTOR PÚBLICO,T,INGRESO,3,305020000000,True,305
305020301000,TRANSFERENCIAS DE CAPITAL INTERNAS DE LA REPÚBLICA,T,INGRESO,3,305020000000,True,305
305020301001,MINISTERIO DE EDUCACIÒN,T,INGRESO,4,305020301000,True,305
305020301002,APORTE DEL LEGISLATIVO,T,INGRESO,4,305020301000,True,305
305020301003,PRESUPUESTO ORDINARIO,T,INGRESO,4,305020301000,True,305
305020302000,TRANSFERENCIAS DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES,D,INGRESO,3,305020000000,False,305
305020303000,TRANSFERENCIAS DE CAPITAL INTERNAS DE INSTITUCIONES DE PROTECCIÓN SOCIAL,D,INGRESO,3,305020000000,False,305
305020304000,TRANSFERENCIAS DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS,D,INGRESO,3,305020000000,False,305
305020305000,TRANSFERENCIAS DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS,D,INGRESO,3,305020000000,False,305
305020306000,TRANSFERENCIAS DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS,D,INGRESO,3,305020000000,False,305
305020307000,TRANSFERENCIAS DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS,D,INGRESO,3,305020000000,False,305
305020308000,TRANSFERENCIAS DE CAPITAL INTERNAS DEL PODER ESTADAL,D,INGRESO,3,305020000000,False,305
305020309000,TRANSFERENCIAS DE CAPITAL INTERNAS DEL PODER MUNICIPAL,D,INGRESO,3,305020000000,False,305
305020399000,OTRAS TRANSFERENCIAS DE CAPITAL DEL SECTOR PÚBLICO,D,INGRESO,3,305020000000,False,305
305020400000,DONACIONES DE CAPITAL INTERNAS DEL SECTOR PÚBLICO,T,INGRESO,3,305020000000,True,305
305020401000,DONACIONES DE CAPITAL INTERNAS DE LA REPÚBLICA,D,INGRESO,3,305020000000,False,305
305020402000,DONACIONES DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES,D,INGRESO,3,305020000000,False,305
305020403000,DONACIONES DE CAPITAL INTERNAS DE INSTITUCIONES DE PROTECCIÓN SOCIAL,D,INGRESO,3,305020000000,False,305
305020404000,DONACIONES DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS,D,INGRESO,3,305020000000,False,305
305020405000,DONACIONES DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS,D,INGRESO,3,305020000000,False,305
305020406000,DONACIONES DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS,D,INGRESO,3,305020000000,False,305
305020407000,DONACIONES DE CAPITAL INTERNAS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS,D,INGRESO,3,305020000000,False,305
305020408000,DONACIONES DE CAPITAL INTERNAS DEL PODER ESTADAL,D,INGRESO,3,305020000000,False,305
305020409000,DONACIONES DE CAPITAL INTERNAS DEL PODER MUNICIPAL,D,INGRESO,3,305020000000,False,305
305020500000,TRANSFERENCIAS DE CAPITAL DEL EXTERIOR,T,INGRESO,3,305020000000,True,305
305020501000,TRANSFERENCIAS DE CAPITAL DE INSTITUCIONES SIN FINES DE LUCRO,D,INGRESO,3,305020000000,False,305
305020502000,TRANSFERENCIAS DE CAPITAL DE GOBIERNOS EXTRANJEROS,D,INGRESO,3,305020000000,False,305
305020503000,TRANSFERENCIAS DE CAPITAL DE ORGANISMOS INTERNACIONALES,D,INGRESO,3,305020000000,False,305
305020600000,DONACIONES DE CAPITAL DEL EXTERIOR,T,INGRESO,3,305020000000,True,305
305020601000,DONACIONES DE CAPITAL DE PERSONAS,D,INGRESO,3,305020000000,False,305
305020602000,DONACIONES DE CAPITAL DE INSTITUCIONES SIN FINES DE LUCRO,D,INGRESO,3,305020000000,False,305
305020603000,DONACIONES DE CAPITAL DE GOBIERNOS EXTRANJEROS,D,INGRESO,3,305020000000,False,305
305020604000,DONACIONES DE CAPITAL DE ORGANISMOS INTERNACIONALES,D,INGRESO,3,305020000000,False,305
305030000000,SITUADO,T,INGRESO,2,305000000000,True,305
305030100000,SITUADO CONSTITUCIONAL,T,INGRESO,3,305030000000,True,305
305030101000,SITUADO ESTADAL,T,INGRESO,3,305030000000,True,305
305030102000,SITUADO MUNICIPAL,T,INGRESO,3,305030000000,True,305
305030200000,SITUADO ESTADAL A MUNICIPAL,T,INGRESO,3,305030000000,True,305
305040000000,SUBSIDIO DE RÉGIMEN ESPECIAL,T,INGRESO,2,305000000000,True,305
305040100000,SUBSIDIO DE RÉGIMEN ESPECIAL,T,INGRESO,3,305040000000,True,305
305050000000,SUBSIDIO DE CAPITALIDAD,T,INGRESO,2,305000000000,True,305
305050100000,SUBSIDIO DE CAPITALIDAD,T,INGRESO,3,305050000000,True,305
305060000000,ASIGNACIONES ECONÓMICAS ESPECIALES (LAEE),T,INGRESO,2,305000000000,True,305
305060100000,ASIGNACIONES ECONÓMICAS ESPECIALES (LAEE) ESTADAL,T,INGRESO,3,305060000000,True,305
305060200000,ASIGNACIONES ECONÓMICAS ESPECIALES (LAEE) ESTADAL A MUNICIPAL,T,INGRESO,3,305060000000,True,305
305060300000,ASIGNACIONES ECONÓMICAS ESPECIALES (LAEE) MUNICIPAL,T,INGRESO,3,305060000000,True,305
305060400000,ASIGNACIONES ECONÓMICAS ESPECIALES (LAEE) FONDO NACIONAL DE LOS CONSEJOS COMUNALES,T,INGRESO,3,305060000000,True,305
305060500000,ASIGNACIONES ECONÓMICAS ESPECIALES (LAEE) APOYO AL FORTALECIMIENTO INSTITUCIONAL,T,INGRESO,3,305060000000,True,305
305070000000,FONDO INTERGUBERNAMENTAL PARA LA DESCENTRALIZACIÓN (FIDES),T,INGRESO,2,305000000000,True,305
305070100000,FONDO INTERGUBERNAMENTAL PARA LA DESCENTRALIZACIÓN (FIDES),T,INGRESO,3,305070000000,True,305
305080000000,FONDO DE COMPENSACIÓN INTERTERRITORIAL,T,INGRESO,2,305000000000,True,305
305080100000,FONDO DE COMPENSACIÓN INTERTERRITORIAL ESTADAL,T,INGRESO,3,305080000000,True,305
305080200000,FONDO DE COMPENSACIÓN INTERTERRITORIAL MUNICIPAL,T,INGRESO,3,305080000000,True,305
305080300000,FONDO DE COMPENSACIÓN INTERTERRITORIAL PODER POPULAR,T,INGRESO,3,305080000000,True,305
305080400000,FONDO DE COMPENSACIÓN INTERTERRITORIAL FORTALECIMIENTO INSTITUCIONAL,T,INGRESO,3,305080000000,True,305
305090000000,APORTES DEL SECTOR PÚBLICO AL PODER ESTADAL Y AL PODER MUNICIPAL POR TRANSFERENCIA DE SERVICIOS,T,INGRESO,2,305000000000,True,305
305090100000,APORTES DEL SECTOR PÚBLICO AL PODER ESTADAL POR TRANSFERENCIA DE SERVICIOS,T,INGRESO,3,305090000000,True,305
305090200000,APORTES DEL SECTOR PÚBLICO AL PODER MUNICIPAL POR TRANSFERENCIA DE SERVICIOS,T,INGRESO,3,305090000000,True,305
305100000000,TRANSFERENCIAS Y DONACIONES DE ORGANISMOS DEL SECTOR PÚBLICO A LOS CONSEJOS COMUNALES,T,INGRESO,2,305000000000,True,305
305100100000,TRANSFERENCIAS Y DONACIONES CORRIENTES DE ORGANISMOS DEL SECTOR PÚBLICO A LOS CONSEJOS COMUNALES,T,INGRESO,3,305100000000,True,305
305100101000,TRANSFERENCIAS CORRIENTES DE ORGANISMOS DEL SECTOR PÚBLICO A LOS CONSEJOS COMUNALES,T,INGRESO,3,305100000000,True,305
305100102000,DONACIONES CORRIENTES DE ORGANISMOS DEL SECTOR PÚBLICO A LOS CONSEJOS COMUNALES,T,INGRESO,3,305100000000,True,305
305100200000,TRANSFERENCIAS Y DONACIONES DE CAPITAL DE ORGANISMOS DEL SECTOR PÚBLICO A LOS CONSEJOS COMUNALES,T,INGRESO,3,305100000000,True,305
305100201000,TRANSFERENCIAS DE CAPITAL DE ORGANISMOS DEL SECTOR PÚBLICO A LOS CONSEJOS COMUNALES,T,INGRESO,3,305100000000,True,305
305100202000,DONACIONES DE CAPITAL DE ORGANISMOS DEL SECTOR PÚBLICO A LOS CONSEJOS COMUNALES,T,INGRESO,3,305100000000,True,305
306000000000,RECURSOS PROPIOS DE CAPITAL,T,INGRESO,1,300000000000,True,306
306010000000,VENTA Y/O DESINCORPORACIÓN DE ACTIVOS FIJOS,T,INGRESO,2,306000000000,True,306
306010100000,VENTA Y/O DESINCORPORACIÓN DE TIERRAS Y TERRENOS,D,INGRESO,3,306010000000,False,306
306010200000,VENTA Y/O DESINCORPORACIÓN DE EDIFICIOS E INSTALACIONES,D,INGRESO,3,306010000000,False,306
306010300000,"VENTA Y/O DESINCORPORACIÓN DE MAQUINARIAS, EQUIPOS Y SEMOVIENTES",T,INGRESO,3,306010000000,True,306
306010301000,"VENTA Y/O DESINCORPORACIÓN DE MAQUINARIAS Y DEMÁS EQUIPOS DE CONSTRUCCIÓN, CAMPO, INDUSTRIA Y TALLER",D,INGRESO,3,306010000000,False,306
306010302000,"VENTA Y/O DESINCORPORACIÓN DE EQUIPOS DE TRANSPORTE, TRACCIÓN Y ELEVACIÓN",D,INGRESO,3,306010000000,False,306
306010303000,VENTA Y/O DESINCORPORACIÓN DE EQUIPOS DE COMUNICACIONES Y DE SEÑALAMIENTO,D,INGRESO,3,306010000000,False,306
306010304000,"VENTA Y/O DESINCORPORACIÓN DE EQUIPOS MÉDICO - QUIRÚRGICOS, DENTALES Y DE VETERINARIA",D,INGRESO,3,306010000000,False,306
306010305000,"VENTA Y/O DESINCORPORACIÓN DE EQUIPOS CIENTÍFICOS, RELIGIOSOS, DE ENSEÑANZA Y RECREACIÓN",D,INGRESO,3,306010000000,False,306
306010306000,VENTA Y/O DESINCORPORACIÓN DE EQUIPOS PARA LA SEGURIDAD PÚBLICA,D,INGRESO,3,306010000000,False,306
306010307000,"VENTA Y/O DESINCORPORACIÓN DE MÁQUINAS, MUEBLES Y DEMÁS EQUIPOS DE OFICINA Y ALOJAMIENTO",D,INGRESO,3,306010000000,False,306
